Company_Name,Foundation_Year,Closing_Year,Dynamic Duration,Industries,Status,Currect_Status,Notes,Years,Employee_Number, Revenue , Net_Income , Assets , long_Term_Debt , Total_Liabilities , Holders_Equity , Avg_Stock_Price , Avg_TTM_Net_EPS , Avg_PE_Ratio 
Nokia,1865,2014,149,Mobile Phones,Defunct,Active,Shifted focus to networks,2013,86462,"$16,881.00 ",($817.00),"$33,461.00 ","$4,365.00 ","$24,615.00 ","$8,846.00 ",$3.88 ,($0.41), $-   
Nokia,1865,2014,149,Mobile Phones,Defunct,Active,Shifted focus to networks,2012,97798,"$38,809.00 ","($4,873.00)","$38,517.00 ","$6,542.00 ","$26,368.00 ","$12,150.00 ",$2.45 ,($1.16), $-   
Nokia,1865,2014,149,Mobile Phones,Defunct,Active,Shifted focus to networks,2011,130050,"$53,844.00 ","($2,072.00)","$50,426.00 ","$5,528.00 ","$31,044.00 ","$19,382.00 ",$4.14 ,$0.25 ,$8.12 
Nokia,1865,2014,149,Mobile Phones,Defunct,Active,Shifted focus to networks,2010,129355,"$56,364.00 ","$1,783.00 ","$51,951.00 ","$5,633.00 ","$32,851.00 ","$19,101.00 ",$6.77 ,$0.55 ,$14.12 
Nokia,1865,2014,149,Mobile Phones,Defunct,Active,Shifted focus to networks,2009,123553,"$57,156.00 ",$363.00 ,"$49,840.00 ","$6,181.00 ","$29,271.00 ","$20,569.00 ",$7.68 ,$0.29 ,$26.48 
Enron,1985,2001,16,Energy,Defunct,Defunct,,2000,20600,"$100,789.00 ","$1,266.00 ","$65,503.00 ","$8,550.00 ","$28,406.00 ","$11,470.00 ", $-   , $-   , $-   
Enron,1985,2001,16,Energy,Defunct,Defunct,,1999,0,"$40,112.00 ",$957.00 ,"$33,380.00 ","$7,151.00 ","$6,759.00 ","$9,570.00 ", $-   , $-   , $-   
Enron,1985,2001,16,Energy,Defunct,Defunct,,1998,0,"$31,260.00 ",$698.00 ,"$29,350.00 ", $-   , $-   ,"$7,048.00 ", $-   , $-   , $-   
Enron,1985,2001,16,Energy,Defunct,Defunct,,1997,0,"$20,273.00 ",$515.00 ,"$22,552.00 ", $-   , $-   , $-   , $-   , $-   , $-   
Enron,1985,2001,16,Energy,Defunct,Defunct,,1996,0,"$13,289.00 ",$493.00 ,"$16,137.00 ", $-   , $-   , $-   , $-   , $-   , $-   
Woolworth,1879,1997,118,Retail Stores,Defunct,Defunct,,2024,201000,"$67,922.00 ",$108.00 ,"$33,936.00 ","$16,722.00 ","$28,366.00 ","$5,408.00 ", $-   , $-   , $-   
Woolworth,1879,1997,118,Retail Stores,Defunct,Defunct,,2023,0,"$64,294.00 ","$1,618.00 ","$33,648.00 ","$15,735.00 ","$27,083.00 ","$6,425.00 ", $-   , $-   , $-   
Woolworth,1879,1997,118,Retail Stores,Defunct,Defunct,,2022,198000,"$60,849.00 ","$7,934.00 ","$33,273.00 ","$16,763.00 ","$27,169.00 ","$5,980.00 ", $-   , $-   , $-   
Woolworth,1879,1997,118,Retail Stores,Defunct,Defunct,,2021,210000,"$55,694.00 ","$2,074.00 ","$39,236.00 ","$14,888.00 ","$37,497.00 ","$1,379.00 ", $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2023,0,$0.01 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2022,0,$0.01 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2021,0,$0.01 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2020,10350,$0.01 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2016,0,"$5,169.14 ",($214.32),"$45,000,000.00 ","$1,200,000.00 ","$6,000,000.00 ","$39,000,000.00 ", $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2015,0,"$4,968.30 ","($4,359.08)", $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2014,0,"$4,618.13 ","$7,521.73 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2013,0,"$4,680.38 ","$1,366.28 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   
Yahoo,1994,0,31,Internet,Active,Active,Under Apollo Global Management,2012,0,"$4,986.57 ","$3,945.48 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2025,0, $-   , $-   , $-   , $-   , $-   , $-   ,$4.13 , $-   , $-   
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2024,16800,"$6,221.00 ","($1,335.00)","$8,365.00 ","$2,814.00 ","$7,071.00 ","$1,294.00 ",$11.27 ,($6.10), $-   
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2023,20100,"$6,886.00 ",($13.00),"$10,008.00 ","$2,710.00 ","$7,246.00 ","$2,762.00 ",$14.07 ,($0.56),$3.33 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2022,20500,"$7,107.00 ",($336.00),"$11,543.00 ","$2,866.00 ","$7,976.00 ","$3,567.00 ",$12.79 ,($4.10), $-   
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2021,23300,"$7,038.00 ",($469.00),"$13,223.00 ","$3,596.00 ","$8,566.00 ","$4,657.00 ",$17.53 ,$0.27 ,$10.22 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2020,24700,"$7,022.00 ",$178.00 ,"$14,741.00 ","$4,050.00 ","$8,931.00 ","$5,810.00 ",$14.11 ,$3.73 ,$7.24 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2019,27000,"$9,066.00 ","$1,353.00 ","$15,047.00 ","$3,233.00 ","$9,239.00 ","$5,808.00 ",$23.71 ,$3.21 ,$8.75 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2018,32400,"$9,662.00 ",$361.00 ,"$14,874.00 ","$4,269.00 ","$9,621.00 ","$5,253.00 ",$16.94 ,$0.64 ,$71.09 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2017,35300,"$9,991.00 ",$195.00 ,"$15,946.00 ","$5,235.00 ","$10,439.00 ","$5,507.00 ",$19.81 ,$1.70 ,$14.96 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2016,37600,"$10,771.00 ",($471.00),"$18,051.00 ","$5,305.00 ","$13,090.00 ","$4,961.00 ",$14.39 ,$1.82 ,$8.87 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2015,143600,"$11,465.00 ",$448.00 ,"$25,541.00 ","$6,317.00 ","$16,075.00 ","$9,466.00 ",$15.51 ,$2.03 ,$8.37 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2014,147500,"$12,679.00 ","$1,013.00 ","$27,658.00 ","$6,314.00 ","$16,556.00 ","$11,102.00 ",$17.60 ,$3.52 ,$5.03 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2013,143100,"$20,006.00 ","$1,159.00 ","$29,036.00 ","$6,904.00 ","$16,268.00 ","$12,768.00 ",$13.61 ,$3.65 ,$3.73 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2012,147600,"$20,421.00 ","$1,195.00 ","$30,015.00 ","$7,447.00 ","$18,002.00 ","$12,013.00 ",$9.95 ,$3.54 ,$2.81 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2011,139650,"$21,900.00 ","$1,271.00 ","$30,116.00 ","$7,088.00 ","$17,742.00 ","$12,374.00 ",$11.63 ,$2.98 ,$4.02 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2010,136500,"$21,633.00 ",$585.00 ,"$30,600.00 ","$7,237.00 ","$18,092.00 ","$12,508.00 ",$12.61 ,$1.82 ,$6.99 
Xerox Holdings,1906,2018,112,Technology Solutions,Defunct,Defunct,,2009,53600,"$15,179.00 ",$485.00 ,"$24,032.00 ","$8,276.00 ","$16,841.00 ","$7,191.00 ",$10.64 ,$2.20 ,$4.83 
Ninebot Segway Ltd,2012,0,13,Transportation,Active,Active,,2024,0,"$14,195.81 ","$1,084.13 ","$15,677.92 ",$77.20 ,"$9,443.50 ","$6,156.28 ", $-   , $-   , $-   
Ninebot Segway Ltd,2012,0,13,Transportation,Active,Active,,2023,0,"$10,222.08 ",$597.99 ,"$10,849.63 ",$71.12 ,"$5,315.92 ","$5,456.72 ", $-   , $-   , $-   
Ninebot Segway Ltd,2012,0,13,Transportation,Active,Active,,2022,0,"$10,124.32 ",$451.31 ,"$9,393.68 ",$85.96 ,"$4,447.34 ","$4,897.65 ", $-   , $-   , $-   
Ninebot Segway Ltd,2012,0,13,Transportation,Active,Active,,2021,4913,"$9,146.05 ",$410.60 ,"$7,672.45 ",$109.61 ,"$3,399.56 ","$4,274.78 ", $-   , $-   , $-   
Jcpenney,1902,2020,118,Department Stores,Defunct,Re_Opened,After bankruptcy restructuring,2020,39000,"$12,625.00 ",($513.00),"$9,442.00 ","$4,668.00 ","$8,133.00 ","$1,309.00 ", $-   , $-   , $-   
Jcpenney,1902,2020,118,Department Stores,Defunct,Re_Opened,After bankruptcy restructuring,2019,0,"$12,547.00 ",$1.00 ,"$9,314.00 ","$4,339.00 ","$7,960.00 ","$1,354.00 ", $-   , $-   , $-   
Jcpenney,1902,2020,118,Department Stores,Defunct,Re_Opened,After bankruptcy restructuring,2018,0,"$12,506.00 ",($116.00),"$8,413.00 ","$3,780.00 ","$7,034.00 ","$1,379.00 ", $-   , $-   , $-   
Jcpenney,1902,2020,118,Department Stores,Defunct,Re_Opened,After bankruptcy restructuring,2017,0,"$12,019.00 ",($255.00),"$7,721.00 ","$3,716.00 ","$6,551.00 ","$1,170.00 ", $-   , $-   , $-   
Jcpenney,1902,2020,118,Department Stores,Defunct,Re_Opened,After bankruptcy restructuring,2016,0,"$11,167.00 ",($268.00),"$7,989.00 ","$3,574.00 ","$7,160.00 ",$829.00 , $-   , $-   , $-   
Tie Rack,1981,2013,32,Fashion,Defunct,Defunct,,1998,1500,$93.00 ,($7.20), $-   , $-   , $-   , $-   , $-   , $-   , $-   
Tie Rack,1981,2013,32,Fashion,Defunct,Defunct,,1997,0,$95.00 ,$2.10 , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Tie Rack,1981,2013,32,Fashion,Defunct,Defunct,,1996,0,$97.00 ,$7.90 , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Tie Rack,1981,2013,32,Fashion,Defunct,Defunct,,1995,0,$96.00 ,$5.20 , $-   , $-   , $-   , $-   , $-   , $-   , $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2022,0, $-   , $-   , $-   , $-   , $-   , $-   ,$0.10 , $-   , $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2018,89000,"$16,702.00 ",($383.00),"$7,262.00 ","$2,249.00 ","$10,985.00 ","($3,723.00)",$1.90 ,($8.09), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2017,140000,"$22,138.00 ","($2,221.00)","$9,362.00 ","$3,573.00 ","$13,186.00 ","($3,824.00)",$7.86 ,($14.62), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2016,178000,"$25,146.00 ","($1,129.00)","$11,337.00 ","$2,108.00 ","$13,293.00 ","($1,956.00)",$14.96 ,($15.33), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2015,196000,"$31,198.00 ","($1,682.00)","$13,185.00 ","$3,087.00 ","$14,130.00 ",($945.00),$29.18 ,($11.29), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2014,226000,"$36,188.00 ","($1,365.00)","$18,261.00 ","$2,834.00 ","$16,078.00 ","$2,183.00 ",$32.71 ,($15.54), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2013,246000,"$39,854.00 ",($930.00),"$19,340.00 ","$1,943.00 ","$16,168.00 ","$3,172.00 ",$28.95 ,($12.46), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2012,264000,"$41,567.00 ","($3,140.00)","$21,381.00 ","$2,088.00 ","$17,040.00 ","$4,341.00 ",$28.32 ,($27.14), $-   
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2011,280000,"$42,664.00 ",$133.00 ,"$24,360.00 ","$2,344.00 ","$15,746.00 ","$8,614.00 ",$39.76 ,($1.05),$7.82 
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2010,290000,"$43,360.00 ",$235.00 ,"$24,808.00 ","$1,698.00 ","$15,373.00 ","$9,435.00 ",$45.94 ,$2.02 ,$23.26 
Sears,1893,0,132,Department Stores,Active,Active,Only few stores left,2009,291000,"$46,770.00 ",$53.00 ,"$25,342.00 ","$2,132.00 ","$15,643.00 ","$9,699.00 ",$34.91 ,($0.11), $-   
Macy'S,1858,0,167,Department Stores,Active,Active,,2025,94189,"$23,006.00 ",$582.00 ,"$16,402.00 ","$2,773.00 ","$11,850.00 ","$4,552.00 ",$13.09 ,$2.06 ,$6.35 
Macy'S,1858,0,167,Department Stores,Active,Active,,2024,85581,"$23,866.00 ",$45.00 ,"$16,246.00 ","$2,998.00 ","$12,211.00 ","$4,035.00 ",$16.65 ,$0.41 ,$171.35 
Macy'S,1858,0,167,Department Stores,Active,Active,,2023,94570,"$25,449.00 ","$1,146.00 ","$16,866.00 ","$2,996.00 ","$12,784.00 ","$4,082.00 ",$15.81 ,$3.28 ,$4.86 
Macy'S,1858,0,167,Department Stores,Active,Active,,2022,88857,"$25,399.00 ","$1,430.00 ","$17,590.00 ","$3,295.00 ","$13,969.00 ","$3,621.00 ",$19.64 ,$4.96 ,$3.99 
Macy'S,1858,0,167,Department Stores,Active,Active,,2021,75711,"$18,097.00 ","($3,944.00)","$17,706.00 ","$4,407.00 ","$15,153.00 ","$2,553.00 ",$16.36 ,($2.33),$4.47 
Macy'S,1858,0,167,Department Stores,Active,Active,,2020,123000,"$25,331.00 ",$564.00 ,"$21,172.00 ","$3,621.00 ","$14,795.00 ","$6,377.00 ",$7.27 ,($8.07),$1.83 
Macy'S,1858,0,167,Department Stores,Active,Active,,2019,130000,"$25,739.00 ","$1,108.00 ","$19,194.00 ","$4,708.00 ","$12,758.00 ","$6,436.00 ",$17.30 ,$3.37 ,$5.10 
Macy'S,1858,0,167,Department Stores,Active,Active,,2018,130000,"$25,641.00 ","$1,566.00 ","$19,583.00 ","$5,861.00 ","$13,850.00 ","$5,733.00 ",$24.61 ,$5.30 ,$4.63 
Macy'S,1858,0,167,Department Stores,Active,Active,,2017,148300,"$26,564.00 ",$627.00 ,"$19,851.00 ","$6,562.00 ","$15,529.00 ","$4,322.00 ",$17.91 ,$2.08 ,$8.78 
Macy'S,1858,0,167,Department Stores,Active,Active,,2016,157900,"$27,079.00 ","$1,072.00 ","$20,576.00 ","$6,995.00 ","$16,323.00 ","$4,253.00 ",$25.76 ,$2.77 ,$9.52 
Macy'S,1858,0,167,Department Stores,Active,Active,,2015,166900,"$28,105.00 ","$1,526.00 ","$21,330.00 ","$7,233.00 ","$15,952.00 ","$5,378.00 ",$40.70 ,$4.10 ,$9.92 
Macy'S,1858,0,167,Department Stores,Active,Active,,2014,172500,"$27,931.00 ","$1,486.00 ","$21,620.00 ","$6,714.00 ","$15,371.00 ","$6,249.00 ",$36.30 ,$4.01 ,$9.05 
Macy'S,1858,0,167,Department Stores,Active,Active,,2013,175700,"$27,686.00 ","$1,335.00 ","$20,991.00 ","$6,806.00 ","$14,940.00 ","$6,051.00 ",$28.09 ,$3.43 ,$8.18 
Macy'S,1858,0,167,Department Stores,Active,Active,,2012,171000,"$26,405.00 ","$1,256.00 ","$22,095.00 ","$6,655.00 ","$16,162.00 ","$5,933.00 ",$22.90 ,$3.08 ,$7.44 
Macy'S,1858,0,167,Department Stores,Active,Active,,2011,166000,"$25,003.00 ",$847.00 ,"$20,631.00 ","$6,971.00 ","$15,101.00 ","$5,530.00 ",$16.15 ,$2.33 ,$6.92 
Macy'S,1858,0,167,Department Stores,Active,Active,,2010,161000,"$23,489.00 ",$329.00 ,"$21,300.00 ","$8,456.00 ","$16,647.00 ","$4,653.00 ",$12.23 ,$1.22 ,$10.38 
Macy'S,1858,0,167,Department Stores,Active,Active,,2009,167000,"$24,892.00 ","($4,775.00)","$22,145.00 ","$8,733.00 ","$17,499.00 ","$4,646.00 ",$10.48 ,$0.46 ,$22.78 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2025,0, $-   , $-   , $-   , $-   , $-   , $-   ,$424.16 , $-   ,$46.00 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2024,21000,"$10,817.00 ","$1,577.00 ","$14,595.00 ","$5,675.00 ","$12,876.00 ","$1,719.00 ",$410.81 ,$8.75 ,$46.83 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2023,21000,"$9,978.00 ","$1,709.00 ","$13,336.00 ","$4,705.00 ","$12,597.00 ",$739.00 ,$286.23 ,$9.16 ,$31.46 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2022,20000,"$9,112.00 ","$1,363.00 ","$12,814.00 ","$6,013.00 ","$12,683.00 ",$131.00 ,$226.41 ,$7.24 ,$31.26 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2021,18700,"$8,171.00 ","$1,245.00 ","$12,189.00 ","$5,688.00 ","$12,212.00 ",($23.00),$217.58 ,$6.70 ,$32.42 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2020,18000,"$7,414.00 ",$949.00 ,"$10,876.00 ","$5,163.00 ","$11,417.00 ",($541.00),$141.45 ,$4.98 ,$28.54 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2019,17000,"$7,887.00 ",$868.00 ,"$10,642.00 ","$5,113.00 ","$11,325.00 ",($683.00),$148.12 ,$5.66 ,$26.34 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2018,16000,"$7,343.00 ",$966.00 ,"$9,409.00 ","$5,289.00 ","$10,685.00 ","($1,276.00)",$106.56 ,$0.95 ,$4.71 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2017,15000,"$6,380.00 ",($155.00),"$8,208.00 ","$4,419.00 ","$9,935.00 ","($1,727.00)",$77.92 ,$2.56 ,$15.26 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2016,14000,"$6,038.00 ",$560.00 ,"$8,463.00 ","$4,392.00 ","$9,415.00 ",($952.00),$65.84 ,$3.11 ,$21.18 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2015,14000,"$5,695.00 ",$610.00 ,"$8,346.00 ","$4,345.00 ","$8,442.00 ",($96.00),$55.80 ,$3.28 ,$18.38 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2014,15000,"$5,881.00 ","$1,299.00 ","$10,423.00 ","$3,396.00 ","$7,657.00 ","$2,766.00 ",$54.68 ,$5.22 ,$10.78 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2013,21000,"$6,227.00 ","$1,099.00 ","$11,851.00 ","$2,457.00 ","$8,162.00 ","$3,689.00 ",$51.04 ,$3.69 ,$13.95 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2012,22000,"$6,269.00 ",$881.00 ,"$12,679.00 ","$1,859.00 ","$9,389.00 ","$3,290.00 ",$41.33 ,$2.46 ,$16.97 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2011,23000,"$8,203.00 ","$1,158.00 ","$13,929.00 ","$1,130.00 ","$8,655.00 ","$5,274.00 ",$35.39 ,$4.44 ,$8.32 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2010,51000,"$7,617.00 ",$633.00 ,"$25,577.00 ","$2,098.00 ","$14,590.00 ","$10,987.00 ",$24.80 ,$3.58 ,$7.73 
Motorola,1928,0,97,Mobile Phones,Active,Active,Split into Mobility and Solutions,2009,53000,"$6,947.00 ",($51.00),"$25,603.00 ","$3,365.00 ","$15,720.00 ","$9,883.00 ",$24.73 ,($0.14), $-   
Borders,1971,2011,40,Bookstore ,Defunct,Defunct,,2023,170, $-   ,$1.06 ,$295.84 , $-   ,$0.16 ,$295.69 , $-   , $-   , $-   
Borders,1971,2011,40,Bookstore ,Defunct,Defunct,,2022,0, $-   ,($1.36),$296.53 , $-   ,$0.57 ,$295.96 , $-   , $-   , $-   
Borders,1971,2011,40,Bookstore ,Defunct,Defunct,,2021,0, $-   ,($1.02),$293.67 ,$0.01 ,$0.13 ,$293.54 , $-   , $-   , $-   
Borders,1971,2011,40,Bookstore ,Defunct,Defunct,,2020,0, $-   ,($1.00),$294.80 ,$0.14 ,$0.24 ,$294.56 , $-   , $-   , $-   
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2025,0, $-   , $-   , $-   , $-   , $-   , $-   ,$24.89 , $-   ,$20.20 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2024,113000,"$89,843.00 ","$6,697.00 ","$235,342.00 ","$14,201.00 ","$181,825.00 ","$53,517.00 ",$18.62 ,$1.16 ,$16.11 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2023,113000,"$85,395.00 ","$6,935.00 ","$237,105.00 ","$13,081.00 ","$183,172.00 ","$53,934.00 ",$17.50 ,$1.06 ,$16.49 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2022,108900,"$88,301.00 ","$7,851.00 ","$271,281.00 ","$10,712.00 ","$207,225.00 ","$64,056.00 ",$15.44 ,$1.20 ,$12.82 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2021,109700,"$84,594.00 ","$11,015.00 ","$247,736.00 ","$7,269.00 ","$194,894.00 ","$52,842.00 ",$20.58 ,$1.53 ,$13.90 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2020,111700,"$75,991.00 ","$5,356.00 ","$211,962.00 ","$5,842.00 ","$167,898.00 ","$44,064.00 ",$14.17 ,$1.21 ,$11.91 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2019,114400,"$77,991.00 ","$8,246.00 ","$188,834.00 ","$5,115.00 ","$148,904.00 ","$39,930.00 ",$10.14 ,$1.15 ,$9.08 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2018,117300,"$76,896.00 ","$4,417.00 ","$171,590.00 ","$5,611.00 ","$138,765.00 ","$32,824.00 ",$9.40 ,$0.90 ,$10.70 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2017,128400,"$70,710.00 ",$682.00 ,"$164,243.00 ","$6,338.00 ","$135,084.00 ","$29,159.00 ",$6.91 ,$0.34 ,$31.25 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2016,125300,"$67,277.00 ","$1,227.00 ","$138,389.00 ","$4,620.00 ","$112,457.00 ","$25,933.00 ",$5.10 ,$0.08 ,$37.99 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2015,131700,"$74,765.00 ","($1,146.00)","$144,092.00 ","$6,480.00 ","$117,443.00 ","$26,649.00 ",$4.47 ,($0.01),$14.42 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2014,140900,"$77,673.00 ","($1,284.00)","$153,337.00 ","$9,166.00 ","$125,506.00 ","$27,831.00 ",$3.17 ,($0.29), $-   
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2013,146300,"$72,349.00 ","$1,108.00 ","$151,131.00 ","$9,983.00 ","$122,576.00 ","$28,555.00 ",$3.17 ,$0.11 ,$34.52 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2012,162700,"$70,188.00 ","($5,060.00)","$168,855.00 ","$9,680.00 ","$136,976.00 ","$31,879.00 ",$2.32 ,($1.04), $-   
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2011,168200,"$73,761.00 ","($2,578.00)","$151,222.00 ","$9,503.00 ","$116,638.00 ","$34,584.00 ",$3.73 ,($0.91), $-   
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2010,0,"$67,964.00 ",$140.00 ,"$138,954.00 ","$9,981.00 ","$103,470.00 ","$35,484.00 ",$4.95 ,$0.08 ,$33.60 
Sony Walkman,1979,0,46,Electronics,Active,Active,Product brand still alive,2009,171300, $-   ,"($1,010.00)","$100,228.00 ", $-   ,"$81,368.00 ","$12,997.00 ",$4.27 ,($0.30), $-   
Circuit City,1949,2009,60,Retail Stores,Defunct,Defunct,,2007,0, $-   , $-   ,"$4,007,283.00 ", $-   ,"$2,216,039.00 ","$1,791,244.00 ", $-   , $-   , $-   
Circuit City,1949,2009,60,Retail Stores,Defunct,Defunct,,2006,0, $-   , $-   ,"$4,069,044.00 ", $-   ,"$2,114,411.00 ","$1,954,633.00 ", $-   , $-   , $-   
Circuit City,1949,2009,60,Retail Stores,Defunct,Defunct,,2005,0, $-   , $-   ,"$3,840.00 ", $-   ,"$1,760.00 ","$2,080.00 ", $-   , $-   , $-   
Circuit City,1949,2009,60,Retail Stores,Defunct,Defunct,,2004,0, $-   , $-   ,"$3,808.00 ", $-   ,"$1,592.00 ","$2,216.00 ", $-   , $-   , $-   
Circuit City,1949,2009,60,Retail Stores,Defunct,Defunct,,2003,60000, $-   , $-   ,"$3,960.00 ", $-   ,"$1,593.00 ","$2,366.00 ", $-   , $-   , $-   
Abercrombie & Fitch,1892,0,133,Fashion,Active,Active,,2025,0,"$4,948.59 ", $-   ,"$3,299.89 ",$951.61 ,"$1,948.56 ","$1,335.63 ", $-   , $-   , $-   
Abercrombie & Fitch,1892,0,133,Fashion,Active,Active,,2024,31700,"$4,280.68 ", $-   ,"$2,974.23 ","$1,048.37 ","$1,924.25 ","$1,035.16 ", $-   , $-   , $-   
Abercrombie & Fitch,1892,0,133,Fashion,Active,Active,,2023,0,"$3,697.75 ", $-   ,"$2,713.10 ","$1,224.19 ","$2,006.53 ",$694.84 , $-   , $-   , $-   
Abercrombie & Fitch,1892,0,133,Fashion,Active,Active,,2022,0,"$3,712.77 ", $-   ,"$2,939.49 ","$1,223.66 ","$2,102.17 ",$826.09 , $-   , $-   , $-   
Hummer,1992,2010,18,Motorcycle,Defunct,Re_Opened,Relaunched as EV by GM,2000,200, $-   ,"$2,295.00 ","$380,628.00 ", $-   ,"$421,858.00 ","$380,628.00 ", $-   , $-   , $-   
Hummer,1992,2010,18,Motorcycle,Defunct,Re_Opened,Relaunched as EV by GM,1999,0, $-   ,"($10,249.00)","$325,793.00 ", $-   ,"$369,860.00 ","$325,793.00 ", $-   , $-   , $-   
Hummer,1992,2010,18,Motorcycle,Defunct,Re_Opened,Relaunched as EV by GM,1998,0, $-   ,"($8,315.00)", $-   , $-   , $-   , $-   , $-   , $-   , $-   
Atari,1972,1984,12,Electronics,Defunct,Defunct,,2024,1,"$20,600.00 ","($13,500.00)","$78,100.00 ","$38,800.00 ","$71,300.00 ","$6,800.00 ", $-   , $-   , $-   
